222270,243441,10000
167965,165386,10000
163099,163388,10000
164438,163409,10000
168794,166821,10000
164030,161641,10000
163560,162837,10000
163947,161340,10000
164192,162000,10000
169277,168082,10000
162558,162028,10000
163421,162655,10000
164282,169063,10000
166167,167628,10000
163106,163754,10000
162174,164055,10000
162882,163694,10000
162165,162694,10000
170339,168216,10000
162498,161787,10000
163007,161628,10000
161995,161906,10000
162876,180221,10000
164709,164732,10000
162512,164461,10000
163638,164592,10000
166131,164546,10000
166603,165261,10000
163342,164289,10000
161605,162859,10000
161418,163764,10000
162599,162041,10000
166625,168355,10000
163071,163170,10000
161920,162841,10000
162880,162820,10000
163115,162774,10000
227313,334003,10000
163738,297618,10000
163773,302572,10000
165594,283875,10000
165554,283470,10000
167807,286638,10000
164548,283182,10000
164887,284161,10000
169125,283923,10000
165840,282299,10000
165711,281816,10000
169422,284040,10000
163522,282142,10000
162920,282634,10000
172703,284515,10000
165567,280841,10000
162827,281592,10000
168510,284452,10000
164407,281638,10000
163417,281841,10000
165502,281417,10000
164486,281663,10000
163476,281830,10000
164277,283223,10000
163196,282764,10000
164302,285989,10000
162997,282557,10000
163304,282264,10000
162551,285572,10000
162906,282208,10000
162194,282514,10000
226413,321608,10000
162266,282364,10000
160484,287282,10000
182592,291695,10000
179865,296348,10000
188065,305771,10000
165386,282757,10000
162403,282560,10000
165618,287134,10000
160549,281746,10000
160314,282077,10000
166495,285025,10000
160432,281927,10000
159774,281465,10000
167147,284726,10000
161474,281799,10000
160130,281364,10000
162711,280975,10000
160178,281998,10000
160489,281973,10000
161293,281635,10000
160324,281426,10000
164908,285766,10000
160878,281896,10000
161512,281650,10000
160282,283931,10000
163544,281983,10000
173807,281911,10000
174533,285001,10000
174745,282114,10000
195750,283324,10000
205471,288709,10000
238065,298571,10000
224167,392124,10000
218951,241637,10000
238762,242332,10000
239172,258436,10000
238941,222884,10000
235712,218562,10000
229974,213142,10000
228294,212341,10000
241917,224523,10000
299020,238199,10000
247795,245431,10000
249619,246589,10000
255056,255413,10000
245577,246046,10000
249558,246637,10000
258813,253710,10000
298306,244980,10000
286977,250269,10000
303425,254944,10000
291192,255132,10000
326746,274096,10000
283561,276461,10000
291539,281458,10000
274438,276430,10000
276691,320233,10000
276234,302539,10000
274148,295598,10000
280929,301734,10000
274040,297557,10000
272848,296496,10000
285239,305359,10000
277401,298456,10000
271146,295431,10000
274563,296385,10000
273807,298998,10000
280846,304477,10000
274281,300056,10000
274757,296667,10000
284053,305451,10000
272449,297399,10000
274637,298332,10000
275164,298703,10000
274649,295683,10000
280338,303169,10000
275448,295272,10000
277090,296353,10000
284381,307249,10000
274351,296374,10000
278043,300370,10000
274039,296172,10000
273966,297697,10000
281191,303809,10000
277758,295385,10000
273336,296453,10000
274404,299904,10000
273787,295183,10000
278589,301705,10000
278084,298407,10000
277134,296372,10000
283476,304880,10000
271761,294554,10000
274490,296136,10000
274716,299565,10000
274418,294955,10000
280499,302066,10000
272748,299561,10000
277310,296315,10000
284102,306877,10000
273986,299796,10000
272633,299272,10000
274105,299170,10000
273828,297687,10000
281545,342003,10000
278351,279717,10000
274099,274518,10000
295680,295593,10000
287948,287659,10000
298136,292614,10000
295394,294207,10000
321567,321233,10000
352141,350271,10000
352184,355910,10000
379785,379767,10000
386713,386514,10000
399250,400114,10000
414905,409692,10000
410960,410879,10000
393388,388989,10000
400763,400534,10000
394173,392550,10000
401558,400180,10000
389298,388956,10000
400607,399352,10000
393983,388039,10000
403725,402279,10000
386380,388370,10000
403275,402252,10000
389192,387170,10000
402456,403312,10000
387848,386631,10000
403676,404733,10000
387683,389159,10000
404617,404551,10000
389261,392730,10000
403872,402653,10000
389576,388415,10000
404971,402672,10000
389336,393281,10000
404553,404824,10000
387677,393301,10000
406901,406748,10000
390417,392848,10000
407259,405499,10000
389737,393095,10000
387077,388887,10000
388805,392011,10000
389008,388422,10000
389092,388146,10000
393352,392487,10000
388917,388222,10000
389601,389197,10000
388937,388966,10000
389166,387593,10000
389776,388698,10000
387960,389015,10000
389479,393004,10000
388635,389797,10000
389762,388440,10000
391345,393329,10000
390311,389091,10000
389503,392858,10000
388236,388851,10000
390207,393149,10000
389650,388183,10000
389629,391214,10000
388904,389661,10000
451605,385322,10000
432181,394584,10000
422154,390072,10000
430350,396096,10000
423492,389830,10000
431832,400923,10000
421524,393781,10000
432966,401919,10000
422668,388304,10000
429694,404616,10000
420406,393034,10000
422797,390265,10000
421072,389267,10000
420561,393388,10000
425532,394523,10000
420311,386851,10000
429862,397678,10000
424690,388939,10000
433447,399510,10000
422167,389725,10000
433744,403305,10000
420011,392434,10000
425790,397040,10000
399014,368522,10000
412514,385278,10000
399390,369774,10000
400528,369614,10000
399237,369321,10000
397861,369353,10000
400871,369153,10000
399817,366336,10000
398875,369323,10000
400518,369983,10000
398990,368921,10000
399646,368991,10000
399008,368952,10000
399563,367414,10000
404638,369225,10000
399601,369651,10000
404606,378613,10000
399203,369679,10000
403148,372926,10000
399516,368952,10000
