80125,80500,10000
81666,81250,10000
80834,81083,10000
81416,81333,10000
80709,80958,10000
71375,71542,10000
71000,70875,10000
70584,70958,10000
71166,70792,10000
70792,71041,10000
71000,70667,10000
70708,71084,10000
71583,71291,10000
71125,71250,10000
70958,70583,10000
71583,71708,10000
70916,70833,10000
70792,71000,10000
70917,70542,10000
71208,71417,10000
70833,70625,10000
70958,71333,10000
70375,70083,10000
71000,71042,10000
71000,70750,10000
71000,71292,10000
71333,71042,10000
70583,70833,10000
71208,70917,10000
70792,71000,10000
71917,71459,10000
71084,71416,10000
70959,70542,10000
70500,70875,10000
70959,70625,10000
70083,70667,10000
71042,70791,10000
71208,71542,10000
71000,70750,10000
71167,71542,10000
71334,70917,10000
71292,71541,10000
70791,70666,10000
70292,70541,10000
70917,70834,10000
70625,70958,10000
70750,70584,10000
70584,70959,10000
70875,70667,10000
70792,70916,10000
74708,75250,10000
70750,70917,10000
71375,71041,10000
70500,70792,10000
71375,71000,10000
71041,71375,10000
70625,70250,10000
70750,71125,10000
70917,70625,10000
70500,70666,10000
70917,70666,10000
70584,70917,10000
75875,75541,10000
71000,70834,10000
71334,71000,10000
70667,70875,10000
71291,70958,10000
71125,71333,10000
71042,70750,10000
70500,70791,10000
70917,70584,10000
70875,71125,10000
70959,70709,10000
70959,71250,10000
71041,70667,10000
70500,70750,10000
71250,70833,10000
70500,70833,10000
70958,70541,10000
70875,71125,10000
71042,70750,10000
69000,68917,10000
66125,65917,10000
65708,65833,10000
66125,65917,10000
66000,66292,10000
66708,66541,10000
65667,65959,10000
66542,66292,10000
66375,66417,10000
66167,65833,10000
65708,66042,10000
65750,65417,10000
66292,66500,10000
66417,66084,10000
65917,66041,10000
66083,66000,10000
65958,65917,10000
66500,66208,10000
65542,65750,10000
66500,66208,10000
65750,66042,10000
66208,66042,10000
65833,65917,10000
66375,66167,10000
66375,66583,10000
66334,66083,10000
65833,66166,10000
66250,66083,10000
65625,65833,10000
66166,65833,10000
65875,66125,10000
66292,66042,10000
66291,66417,10000
66334,66167,10000
66000,66000,10000
65959,65875,10000
65958,66292,10000
65709,65416,10000
66500,66792,10000
66333,66000,10000
65667,65833,10000
66084,65834,10000
66083,66125,10000
66375,66333,10000
65917,66208,10000
65916,65666,10000
65833,66167,10000
66042,66042,10000
66167,66375,10000
65958,65750,10000
65667,65792,10000
65625,65416,10000
66083,66209,10000
65917,65584,10000
66042,66209,10000
66375,66084,10000
66084,66250,10000
66417,66292,10000
65708,66084,10000
66250,66000,10000
65625,65958,10000
66083,65875,10000
66166,66541,10000
62292,62209,10000
61833,61875,10000
62166,62000,10000
61750,62000,10000
62375,62084,10000
61833,62000,10000
62666,62250,10000
