48875,59167,10000
49000,49000,10000
48958,48958,10000
49000,49125,10000
48875,48875,10000
48750,48792,10000
48791,48792,10000
49333,49292,10000
48916,48834,10000
49250,49250,10000
48708,48750,10000
48750,48834,10000
48792,48792,10000
48792,48833,10000
49167,49166,10000
48959,48834,10000
49000,48958,10000
49208,49208,10000
48833,48875,10000
49000,49083,10000
48958,49000,10000
48750,48875,10000
48833,48917,10000
49041,49042,10000
48500,48584,10000
48709,48750,10000
48667,48750,10000
49083,49166,10000
48917,48916,10000
48791,48792,10000
49125,49167,10000
48875,48875,10000
49083,49000,10000
48959,48916,10000
48750,48875,10000
49084,49125,10000
48834,48875,10000
48958,53875,10000
56041,55958,10000
55958,55916,10000
56167,56125,10000
56417,56375,10000
56000,56041,10000
56042,56208,10000
56167,56125,10000
56625,56625,10000
56083,56083,10000
56500,56500,10000
56250,56083,10000
56000,55958,10000
56125,56250,10000
56416,56333,10000
56000,56084,10000
55834,55833,10000
56833,57000,10000
56333,56250,10000
56083,56083,10000
56500,56542,10000
56125,56167,10000
56292,56000,10000
56167,56084,10000
56083,56125,10000
56375,56416,10000
56041,56000,10000
56167,56166,10000
56500,56459,10000
56167,56209,10000
55875,55875,10000
56000,56041,10000
56458,56542,10000
72917,56125,10000
70916,71042,10000
70833,70375,10000
70833,70792,10000
80750,70750,10000
70084,70250,10000
70375,70417,10000
71125,70958,10000
70667,71125,10000
75625,70375,10000
70833,70958,10000
70542,70792,10000
70667,70833,10000
70958,71000,10000
70167,70292,10000
71000,70958,10000
71166,71167,10000
70584,70584,10000
70791,78875,10000
70583,70500,10000
70833,70792,10000
70291,70542,10000
65709,65666,10000
65917,66000,10000
66333,66292,10000
65917,66000,10000
65959,65875,10000
65875,65917,10000
65541,65542,10000
65417,65500,10000
66083,65958,10000
65500,65459,10000
65667,65584,10000
66125,66042,10000
65708,65792,10000
65583,65375,10000
66250,66042,10000
65917,66666,10000
65958,65958,10000
66208,67625,10000
65875,65875,10000
66209,66125,10000
66041,66083,10000
66041,65917,10000
66042,66375,10000
65834,65875,10000
65875,66042,10000
65750,65834,10000
65583,65375,10000
65708,65625,10000
66167,66625,10000
66125,66125,10000
65875,65708,10000
65375,65375,10000
65583,65625,10000
65792,65834,10000
65833,65791,10000
65792,65875,10000
65708,65916,10000
66000,65583,10000
65417,65459,10000
65791,65708,10000
65875,65875,10000
65667,65625,10000
65958,65875,10000
65875,65875,10000
66000,66083,10000
66000,66042,10000
65458,65500,10000
65375,65292,10000
65459,65417,10000
65625,65667,10000
65667,65625,10000
65625,65542,10000
65542,65541,10000
65958,66000,10000
61458,65500,10000
62042,61917,10000
62375,62333,10000
61792,61833,10000
61666,61584,10000
62208,62083,10000
61916,61917,10000
61958,61875,10000
61625,61708,10000
61792,61917,10000
61542,61375,10000
61917,62041,10000
62292,62250,10000
61583,61583,10000
66208,61917,10000
61750,61666,10000
61708,61708,10000
61708,61833,10000
61875,61750,10000
61541,61500,10000
62042,62041,10000
61750,61916,10000
62042,62125,10000
61625,61667,10000
61750,61500,10000
61917,61667,10000
61500,61542,10000
62250,62167,10000
61833,61875,10000
61625,61459,10000
61875,61875,10000
61875,61917,10000
61958,61958,10000
61458,61542,10000
64292,61833,10000
61500,61541,10000
61833,61792,10000
61916,61792,10000
62042,61958,10000
61875,61959,10000
61833,61750,10000
62166,62125,10000
61542,61500,10000
61708,61833,10000
62250,62250,10000
61833,61875,10000
61708,61667,10000
61834,61875,10000
62083,62125,10000
61459,61500,10000
62083,62250,10000
61625,61708,10000
62166,62250,10000
62042,62000,10000
61917,61750,10000
61458,61500,10000
61458,61500,10000
61875,61875,10000
58625,61208,10000
58875,58875,10000
58459,58500,10000
58958,58958,10000
58625,58584,10000
58625,58625,10000
