147042,149542,10000
161750,179916,10000
152000,162916,10000
184459,163292,10000
165042,150625,10000
146542,147292,10000
175875,163959,10000
146584,149958,10000
147084,167917,10000
146459,163750,10000
147000,166042,10000
157209,165250,10000
146917,146625,10000
185416,171708,10000
155209,146875,10000
185334,147167,10000
177959,147000,10000
152583,174750,10000
171292,186333,10000
150375,216083,10000
151041,166625,10000
198834,173459,10000
195125,204000,10000
178459,164291,10000
157458,225542,10000
146459,225792,10000
147584,163584,10000
167500,186292,10000
155083,146667,10000
176334,147208,10000
171875,146500,10000
150291,147667,10000
201958,211083,10000
146708,172208,10000
146833,163333,10000
197000,192875,10000
147166,147417,10000
178167,146875,10000
164125,168875,10000
156125,151917,10000
177375,172000,10000
148667,146375,10000
162125,178875,10000
145916,176458,10000
154500,161750,10000
163625,174250,10000
154334,154417,10000
175084,148917,10000
195125,180291,10000
164458,156458,10000
160625,164667,10000
149583,153833,10000
156708,172000,10000
146375,186166,10000
146708,150083,10000
156833,168292,10000
146250,146041,10000
207000,156166,10000
183209,149959,10000
151458,146625,10000
167750,156625,10000
146500,146459,10000
154750,192042,10000
146583,157125,10000
146583,157000,10000
150791,167834,10000
146500,146083,10000
165083,173208,10000
179458,151083,10000
167125,146375,10000
187667,166208,10000
146167,146541,10000
157542,169500,10000
146084,146583,10000
185125,188416,10000
149833,150083,10000
149875,149708,10000
149791,150667,10000
193042,172375,10000
191542,196916,10000
170417,149834,10000
176666,149792,10000
199292,152500,10000
186750,181042,10000
150000,195666,10000
201667,195000,10000
184375,204208,10000
189959,181000,10000
199000,177750,10000
185667,181791,10000
190458,192667,10000
161458,195042,10000
183333,189000,10000
196333,177708,10000
188458,182666,10000
185084,178125,10000
185917,189041,10000
173541,190708,10000
176083,195333,10000
175917,190125,10000
178584,185833,10000
193083,187750,10000
189209,188500,10000
199000,182959,10000
192458,189333,10000
203125,181958,10000
199292,186625,10000
190084,184583,10000
199833,190834,10000
180500,183583,10000
190334,195042,10000
181500,190458,10000
187208,198375,10000
178167,196458,10000
189542,190209,10000
182000,197792,10000
188667,183375,10000
190166,193083,10000
190750,181000,10000
198167,183500,10000
195959,184334,10000
198042,182750,10000
208500,183042,10000
190375,183917,10000
194000,190084,10000
192041,205542,10000
188792,188375,10000
185125,186500,10000
180875,188416,10000
179708,191375,10000
175959,177667,10000
189125,181167,10000
189375,179584,10000
184667,181958,10000
186167,181292,10000
175792,181833,10000
173834,190042,10000
170958,191500,10000
175542,183417,10000
184584,183750,10000
184792,180542,10000
189209,180250,10000
191167,179625,10000
174959,176208,10000
179750,191625,10000
177583,196541,10000
187334,184292,10000
179958,187250,10000
181000,174792,10000
190792,174542,10000
191041,174583,10000
198958,187167,10000
192041,196042,10000
179834,175125,10000
173166,198208,10000
178750,191792,10000
184041,183125,10000
190208,184583,10000
189625,179208,10000
189792,180250,10000
192000,177042,10000
179042,175250,10000
178417,189584,10000
184083,186375,10000
182625,184708,10000
182000,189500,10000
182750,171083,10000
191208,180291,10000
191625,175167,10000
183958,180250,10000
185084,185000,10000
174209,182208,10000
163750,171041,10000
182583,164833,10000
177916,167000,10000
177167,158041,10000
159208,166375,10000
176083,165125,10000
164708,160792,10000
174958,169667,10000
157083,164708,10000
157209,183541,10000
182583,167166,10000
185375,163792,10000
165000,159417,10000
167291,164500,10000
157541,164042,10000
182500,180584,10000
161959,178334,10000
156958,164667,10000
164208,164417,10000
184709,164333,10000
166667,164292,10000
160291,161000,10000
162958,164208,10000
164500,162041,10000
164958,156667,10000
160250,196416,10000
161667,181708,10000
159000,178791,10000
177000,174292,10000
183500,175375,10000
169667,165125,10000
165042,164583,10000
158667,164167,10000
189417,147333,10000
167917,164625,10000
165000,166750,10000
192666,189667,10000
164708,157458,10000
172041,175167,10000
146166,159209,10000
146542,204542,10000
146167,187166,10000
172750,146250,10000
165459,146333,10000
146750,183583,10000
146167,164208,10000
180708,169083,10000
149584,161333,10000
167541,182625,10000
164166,165000,10000
166500,172666,10000
146083,157667,10000
176708,164541,10000
162334,164792,10000
147000,146416,10000
173083,173166,10000
146417,164459,10000
146083,163750,10000
160875,162959,10000
176000,164500,10000
146667,146958,10000
164292,178250,10000
153000,146125,10000
164292,149584,10000
169792,182000,10000
146292,162083,10000
146416,166417,10000
164584,157083,10000
156875,146083,10000
